,quotes,length
13191,"The word of God is thus the makeshift which leads to a unity which itself is only hypothetical; for the process of the many out of this unity is not demonstrated. 
 - HoP 3",172.0
13192,"God plays therefore in the later philosophy a far greater part than in the early, because now the comprehension of the absolute opposition of thought and Being is the chief demand. 
 - HoP 3",190.0
13194,"In that procedure a beginning is made from the determinate, this and that are stated to be necessary; but since in the next place the unity of these moments is not comprehended, it is transferred to God. 
 - HoP 3",213.0
13195,"God is therefore, as it were, the waste channel into which all contradictions flow: Leibnitzs ThÃ©odicÃ©e is just a popular summing up such as this. 
 - HoP 3",158.0
13197,"These are the main moments of Leibnitzs philosophy. 
 - HoP 3",61.0
13198,"It is a metaphysic which starts from a narrow determination of the understanding, namely, from absolute multiplicity, so that connection can only be grasped as continuity. 
 - HoP 3",181.0
13200,"This is an artificial system, which is founded on a category of the understanding, that of the absoluteness of abstract individuality. 
 - HoP 3",144.0
13201,"What is of importance in Leibnitz lies in the maxims, in the principle of individuality and the maxim of indistinguishability. 
 - HoP 3",136.0
13202,"The philosophy of Wolff is directly connected with that of Leibnitz, for really it is a pedantic systematization of the latter, for which reason it is likewise called the Leibnitz-Wolffian system of philosophy. 
 - HoP 3",220.0
13203,"Wolff attained to great distinction in mathematics and made himself famous by his philosophy as well; the latter was for long predominant in Germany. 
 - HoP 3",159.0
13204,"In Wolff, as a teacher dealing with the understanding, we find a systematic exposition of the philosophic element present in human conceptions as a whole. 
 - HoP 3",164.0
13205,"As regards his connection with German culture generally, great and immortal praise is more especially due to him; before all others he may be termed the teacher of the Germans. 
 - HoP 3",186.0
13206,"We may indeed say that Wolff was the first to naturalize philosophy in Germany. 
 - HoP 3",89.0
13207,"Tschirnhausen and Thomasius likewise participated in this honour, for the special reason that they wrote upon Philosophy in the German language. 
 - HoP 3",154.0
13209,"In this case the universality of thought satisfies us because everything is present there, just as it is present in a moral maxim which has, however, no determinate content in its universality. 
 - HoP 3",203.0
13211,"This is most important from the point of view of culture, and yet it does not really concern us here, excepting in so far as the content in this form of thought has caused itself to be recognized as Philosophy. 
 - HoP 3",220.0
13213,"Wolff defined the world of consciousness for Germany, and for the world in general, in the same wide sense in which we may say that this was done by Aristotle. 
 - HoP 3",169.0
13214,"What distinguishes him from Aristotle is that in so doing the point of view that he adopted was that of the understanding merely, while Aristotle treated the subject speculatively. 
 - HoP 3",190.0
13215,"The philosophy of Wolff is hence no doubt built on foundations laid by Leibnitz, but yet in such a manner that the speculative interest is quite eliminated from it. 
 - HoP 3",174.0
13217,"The principal events in Christian Wolffs life are these: He was the son of a baker, and was born at Breslau in 1679. 
 - HoP 3",126.0
13218,"He first studied Theology and then Philosophy, and in 1707 he became Professor of Mathematics and Philosophy at Halle. 
 - HoP 3",128.0
13219,"Here the pietistic theologians, and more especially Lange, treated him in the basest manner. 
 - HoP 3",102.0
13220,"Piety did not trust this understanding; for piety, if it is true, embodies a content which is speculative in nature, and which passes beyond the understanding. 
 - HoP 3",169.0
13221,"As his opponents could make no headway by their writings, they resorted to intrigues. 
 - HoP 3",95.0
13222,"They caused it to be conveyed to King Frederick William I. 
 - HoP 3",68.0
13223,"The king, much enraged by this, immediately issued a decree that within forty-eight hours Wolff should leave Halle and the Prussian States, under penalty of the halter. 
 - HoP 3",178.0
13224,"The theologians added to all this the scandal of preaching against Wolff and his philosophy, and the pious Franke thanked God on his knees in church for the removal of Wolff. 
 - HoP 3",184.0
13225,"But the rejoicings did not last long. 
 - HoP 3",47.0
13226,"Wolff went to Cassel, was there immediately installed first professor in the philosophic faculty at Marburg, and at the same time made a member of the Academies of Science of London, Paris, and Stockholm. 
 - HoP 3",214.0
13227,"By Peter the First of Russia he was made Vice-President of the newly instituted Academy in St. 
 - HoP 3",104.0
13230,"Frederick William now issued a recall in very respectful terms to Wolff, who, however, hesitated to comply with it owing to his lack of confidence in its sincerity. 
 - HoP 3",174.0
13231,"On the accession of Frederick II. 
 - HoP 3",43.0
13232,"Wolff became Vice-Chancellor of the University, but he outlived his repute, and his lectures at the end were very poorly attended. 
 - HoP 3",140.0
13233,"Like Tschirnhausen and Thomasius, Wolff wrote a great part of his works in his mother tongue, while Leibnitz for the most part wrote only in Latin or French. 
 - HoP 3",167.0
13234,"This is an important matter, for, as we have already noticed , it is only when a nation possesses a science in its own language that it can really be said to belong to it; and in Philosophy most of all this is requisite. 
 - HoP 3",230.0
13238,"Wolff wrote German and Latin quartos on every department of Philosophy, even on economics-twenty-three thick volumes of Latin, or about forty quartos altogether. 
 - HoP 3",171.0
13239,"His mathematical works make a good many more quartos. 
 - HoP 3",63.0
13240,"He brought into general use the differential and integral calculus of Leibnitz. 
 - HoP 3",89.0
13242,"Wolff likewise accepted in their entirety all the Cartesian and other definitions of general ideas. 
 - HoP 3",109.0
13244,"With Spinoza, on the contrary, no content is to be found excepting absolute substance and a perpetual return into the same. 
 - HoP 3",133.0
13247,"Wolff entirely displaced the Aristotelian philosophy of the schools, and made Philosophy into an ordinary science pertaining to the German nation. 
 - HoP 3",156.0
13248,"But besides this he gave Philosophy that systematic and requisite division into sections which has down to the present day served as a sort of standard. 
 - HoP 3",162.0
13249,"In theoretic philosophy Wolff first treats of Logic purified from scholastic interpretations or deductions; it is the logic of the understanding which he has systematized. 
 - HoP 3",181.0
13251,"Wolff excludes natural science and natural history. 
 - HoP 3",61.0
13252,"The third part of the metaphysic is rational psychology or pneumatology, the philosophy of the soul, which deals with the simplicity, immortality, immateriality of the soul. 
 - HoP 3",183.0
13253,"Finally, the fourth is natural theology, which sets forth the proofs of the existence of God. 
 - HoP 3",103.0
13254,"Wolff also inserts  an empirical psychology. 
 - HoP 3",54.0
13255,"Practical philosophy he divides into the Rights of Nature, Morality, the Rights of Nations or Politics, and Economics. 
 - HoP 3",128.0
13256,"The whole is propounded in geometric forms such as definitions, axioms, theorems, scholia, corollaries, &c In mathematics the understanding is in its proper place, for the triangle must remain the triangle. 
 - HoP 3",216.0
13257,"Wolff on the one hand started upon a large range of investigation, and one quite indefinite in character, and on the other, held to a strictly methodical manner with regard to propositions and their proofs. 
 - HoP 3",216.0
13258,"The method is really similar to that of Spinoza, only it is more wooden and lifeless than his. 
 - HoP 3",104.0
13260,"In many cases this undoubtedly gives his work a most pedantic aspect, especially when the content directly justifies itself to our conception without this form at all. 
 - HoP 3",177.0
13261,"For Wolff proceeds by first laying down certain definitions, which really rest upon our ordinary conceptions, since these he translated into the empty form of determinations of the understanding. 
 - HoP 3",205.0
13262,"Hence the definitions are merely nominal definitions, and we know whether they are correct only by seeing whether they correspond to conceptions which are referred to their simple thoughts. 
 - HoP 3",199.0
13263,"The syllogism is the form of real importance in this mode of reasoning, and with Wolff it often attains to its extreme of rigidity and formalism. 
 - HoP 3",155.0
13264,"Under mathematics, which is the subject of four small volumes, Wolff also treats of architecture and military science. 
 - HoP 3",128.0
13265,"One of the propositions in Architecture is this: Windows must be wide enough for two persons. 
 - HoP 3",103.0
13266,"The making of a door is also propounded as a task, and the solution thereof given. 
 - HoP 3",92.0
13267,"The next best example comes from the art of warfare. 
 - HoP 3",62.0
13268,"The Fourth proposition. 
 - HoP 3",33.0
13269,"The approach to the fortress must always be harder for the enemy the nearer he comes to it. 
 - HoP 3",101.0
13270,"Instead of saying, because the danger is greater, which would be trivial, there follows the Proof. 
 - HoP 3",108.0
13271,"The nearer the enemy comes to the fortress, the greater the danger. 
 - HoP 3",77.0
13272,"But the greater the danger the greater the resistance that must be offered in order to defy the attacks, and, so far as may be, avert the danger. 
 - HoP 3",155.0
13273,"Hence the nearer the enemy is to the fort the harder must the approach be made for him. 
 - HoP 3",97.0
13274,"Since the increase of the danger is given as the reason, the whole is false, and the contrary may be said with equal truth. 
 - HoP 3",133.0
13275,"For if at the beginning all possible resistance is offered to the enemy, he cannot get nearer the fortress at all, and thus the danger cannot become greater. 
 - HoP 3",167.0
13276,"The greater resistance has a real cause, and not this foolish one-namely, that because the garrison is now at closer quarters, and consequently operates in a narrow field, it can offer a greater resistance. 
 - HoP 3",216.0
13277,"In this most trivial way Wolff proceeds with every sort of content. 
 - HoP 3",77.0
13279,"Popular philosophy flatters our ordinary consciousness, makes it the ultimate standard. 
 - HoP 3",97.0
13280,"Although with Spinoza we begin with presupposed definitions, the content is still profoundly speculative in nature, and it is not derived from the ordinary consciousness. 
 - HoP 3",180.0
13281,"In Spinoza thinking is not merely the form, for the content belongs to thinking itself; it is the content of thought in itself. 
 - HoP 3",137.0
13282,"In the speculative content the instinct of reason satisfies itself on its own account, because this content, as a totality which integrates itself within itself, at once in itself justifies itself to thought. 
 - HoP 3",218.0
13283,"The content in Spinoza is only without ground in so far as it has no external ground, but is a ground in itself. 
 - HoP 3",122.0
13284,"But if the content is finite, a demand for an external ground is indicated, since in such a case we desire to have a ground other than this finite. 
 - HoP 3",157.0
13285,"In its matter the philosophy of Wolff is indeed a popular philosophy, even if in form it still makes thought authoritative. 
 - HoP 3",133.0
13286,"Until the time of Kant the philosophy of Wolff was thus pre-eminent. 
 - HoP 3",78.0
13287,"Baumgarten, Crusius, and Moses Mendelssohn worked each of them independently on the same lines as Wolff; the philosophy of the last-mentioned was popular and graceful in form. 
 - HoP 3",185.0
13288,"The Wolffian philosophy was thus carried on, although it had cast off its pedantic methods: no further progress was however made. 
 - HoP 3",139.0
13290,"Mendelssohn considered himself, and was considered, the greatest of philosophers, and was lauded as such by his friends. 
 - HoP 3",130.0
13291,"In his Morgenstunden  we really find a dry Wolffian philosophy, however much these gentlemen endeavoured to give their dull abstractions a bright Platonic form. 
 - HoP 3",170.0
13293,"One side of this metaphysic is that the opposites of thought are brought into consciousness, and that attention is directed upon the solution of this contradiction. 
 - HoP 3",174.0
13295,"The solution of these opposites and contradictions has still to be given, and God is set forth as the One in whom all these contradictions are solved. 
 - HoP 3",160.0
13296,"This is what is common to all these philosophies as far as their main elements are concerned. 
 - HoP 3",103.0
13297,"Yet we must likewise remark that these contradictions are not solved in themselves, ie that the nullity of the supposition is not demonstrated in itself, and thereby a true concrete solution has not come to pass. 
 - HoP 3",222.0
13298,"Even if God is recognized as solving all contradictions, God as the solution of these contradictions is a matter of words rather than something conceived and comprehended. 
 - HoP 3",181.0
13300,"This, however, is no real comprehension of such contradiction. 
 - HoP 3",72.0
13301,"This metaphysic contrasts greatly with the old philosophy of a Plato or an Aristotle. 
 - HoP 3",95.0
13302,"To the old philosophy we can always turn again and admit its truth; it is satisfying in the stage of development it has reached-a concrete centre-point which meets all the problems set by thought as these are comprehended. 
 - HoP 3",232.0
13303,"In this modern metaphysic, however, the opposites are merely developed into absolute contradictions. 
 - HoP 3",110.0
13304,"God is indeed given as their absolute solution, but only as an abstract solution, as a Beyond; on this side all contradictions are, as regards their content, unsolved and unexplained. 
 - HoP 3",193.0
13305,"God is not comprehended as the One in whom these contradictions are eternally resolved; He is not comprehended as Spirit, as the Trinity. 
 - HoP 3",147.0
13307,"In order that we may now cast a retrospective glance over the philosophic efforts of other nations, we shall apply ourselves to the further progress of Philosophy. 
 - HoP 3",173.0
13308,"Once more we see Scepticism making its way into this arid philosophy of the understanding. 
 - HoP 3",100.0
13309,"But this time it is, properly speaking, in the form of Idealism, or the determinations are subjective determinations of self-consciousness. 
 - HoP 3",149.0
13310,"In the place of thought we consequently find the Notion now making its appearance. 
 - HoP 3",92.0
13311,"Just as with the Stoics determinateness is held to be an object of thought, we have in modern times this same manifestation of thought as the unmoved form of simplicity. 
 - HoP 3",179.0
13313,"With the ancients reason , as the implicit and explicit Being of consciousness, had only an ethereal and formal existence as language, but here it has certainty as existent substance. 
 - HoP 3",193.0
13314,"Hence with Descartes there is the unity of the Notion and Being, and with Spinoza the universal reality. 
 - HoP 3",114.0
13316,"Thought is implicitude without explicitude, an objective mode bearing no resemblance to a sensuous thing; and yet it is quite different from the actuality of self-consciousness. 
 - HoP 3",187.0
13319,"While that universal self-consciousness is, on the whole, a thought which grasps and comprehends, this third kind of thought is the Notion itself recognized as constituting reality in its essence, that is to say as Idealism. 
 - HoP 3",234.0
13320,"These three aspects again divide themselves as before into the three nations which alone count in the civilized world. 
 - HoP 3",128.0
13328,"But the healthy human understanding and the natural feeling of rude and barbarous Turks, when taken as a standard, result in shocking principles. 
 - HoP 3",155.0
13330,"Here natural feelings and the healthy human understanding are thus made the principle; and much may be recognized as coming under these heads. 
 - HoP 3",152.0
13331,"This then is the form taken by Philosophy in the eighteenth century. 
 - HoP 3",78.0
13332,"Taken as a whole, three points of view have to be considered; in the first place, Hume must be regarded on his own account, then the Scottish, and, thirdly, the French philosophy. 
 - HoP 3",189.0
13333,"Hume is a sceptic; the Scottish philosophy opposes the scepticism of Hume, the French philosophy has in the enlightenment  of Germany  an appendage of a feebler form. 
 - HoP 3",176.0
13334,"Since from the metaphysical God we can make no further progress in the concrete, Locke grounds his content on experience. 
 - HoP 3",131.0
13335,"But that empiricism leads thought to no fixed standpoint, Hume demonstrates by denying every universal; the Scottish philosophers, on the contrary, undoubtedly maintain universal propositions and truths, but not through thought. 
 - HoP 3",238.0
13336,"Hence in empiricism itself the fixed standpoint has now to be adopted; thus the French find the universal in the actuality which they call rÃ©alitÃ©. 
 - HoP 3",159.0
13337,"They do not, however, find its content in and from thought, but as living substance, as nature and matter. 
 - HoP 3",116.0
13338,"All this is a further working out of reflecting empiricism, and some more details respecting it must still be given. 
 - HoP 3",126.0
13339,"Thought generally is simple, universal self-identity, but in the form of negative movement, whereby the determinate abrogates itself. 
 - HoP 3",143.0
13341,"Such a form it has in scepticism, but this distinction marks it off from the older scepticism, that now the certainty of reality is made the starting point. 
 - HoP 3",166.0
13344,"The crudest form of this idealism is when self-consciousness, as individual or formal, does not proceed further than to say: All objects are our conceptions. 
 - HoP 3",167.0
13345,"We find this subjective idealism in Berkeley,279 and another form of the same in Hume. 
 - HoP 3",96.0
13346,"This idealism, in which all external reality disappears, has before it the standpoint of Locke, and it proceeds directly from him. 
 - HoP 3",140.0
13347,"For we saw that to Locke the source of truth is experience, or Being as perceived. 
 - HoP 3",92.0
13349,"This Being-for-another, however, was not by him accepted as the Notion, but as falling within self-consciousness-ie self-consciousness not looked on as universal,-not within mind, but within what is opposed to the implicit. 
 - HoP 3",233.0
13350,"George Berkeley was born in 1684 at Kilcrin, near Thomastown, in the county of Kilkenny, Ireland: in 1754 he died as an English Bishop. 
 - HoP 3",145.0
13351,"In 1784 his collected works were published in London in two quarto volumes. 
 - HoP 3",85.0
13352,"Berkeley advocated an idealism which came very near to that of Malebranche. 
 - HoP 3",85.0
13353,"As against the metaphysic of the understanding, we have the point of view that all existence and its determinations arise from feeling, and are constituted by self-consciousness. 
 - HoP 3",188.0
13354,"Berkeleys first and fundamental thought is consequently this: The Being of whatever is called by us a thing consists alone in its being perceived,  ie our determinations are the objects of our knowledge. 
 - HoP 3",213.0
13356,"A union of different sensuous feelings appears to us to be a particular thing, eg the feeling of colour, taste, smell, figure, &c; for by colours, smells, sounds, something of which we have a sensation is always understood. 
 - HoP 3",233.0
13357,"This is the matter and the object of knowledge; the knower is the percipient I,  which reveals itself in relation to those feelings in various activities, such as imagination, remembrance, and will. 
 - HoP 3",208.0
13358,"Berkeley thus indeed acknowledges the distinction between Being-for-self and Other-Being, which in his case, however, itself falls within the I. 
 - HoP 3",154.0
13360,"But in like manner the manifold sensuous conceptions and feelings can only exist in a mind. 
 - HoP 3",101.0
13361,"Locke certainly distinguished extension and movement, for example, as fundamental qualities, ie as qualities which pertain to the objects in themselves. 
 - HoP 3",162.0
13363,"In Berkeley the relation of things to consciousness is alone dealt with, and beyond this relationship they do not in his view come. 
 - HoP 3",141.0
13364,"From this it follows that it is only self-consciousness that possesses them; for a perception which is not in a conceiving mind is nothing: it is a direct contradiction. 
 - HoP 3",179.0
13365,"There can be no substance, he says, which neither conceives nor perceives, and which is yet the substratum of perceptions and conceptions. 
 - HoP 3",148.0
13366,"If it is represented that there is something outside of consciousness which is similar to the conceptions, this is likewise contradictory; a conception can alone be similar to a conception, the idea to the idea alone. 
 - HoP 3",227.0
13368,"For Berkeley brings forward against the present existence of external objects only the inconceivability of the relation of a Being to mind. 
 - HoP 3",149.0
13369,"This inconceivability, however, is destroyed in the Notion, for the Notion is the negative of things; and this moved Berkeley and Leibnitz to shut up the two sides in themselves. 
 - HoP 3",188.0
13370,"There nevertheless remains a relationship of what is other  to us; these feelings do not develop from us as Leibnitz represents, but are determined through somewhat else. 
 - HoP 3",180.0
13371,"When Leibnitz speaks of development within the monads, it is nothing but empty talk; for the monads as they follow in succession have no inward connection. 
 - HoP 3",165.0
13372,"Each individual is thus determined through another, and not through us; and it does not matter what this external is, since it remains a contingent. 
 - HoP 3",158.0
13373,"Now in relation to the two sides of Leibnitz which are indifferent to one another, Berkeley says that such an other  is quite superfluous. 
 - HoP 3",148.0
13374,"Berkeley calls the other the objects; but these, he says, cannot be what we call matter, for spirit and matter cannot come together. 
 - HoP 3",142.0
13377,"This conception gives an instance of the difficulties which appear in regard to these questions, and which Berkeley wished to escape from in a quite original way. 
 - HoP 3",172.0
13378,"The inconsistency in this system God has again to make good; He has to bear it all away; to Him the solution of the contradiction is left. 
 - HoP 3",148.0
13384,"This kind of investigation keeps entirely to the phenomenal, and only therein distinguishes the various sorts of phenomena; or comprehension only reaches as far as to distinctions. 
 - HoP 3",190.0
13388,"Nothing is thought in the form of thought, but only as an external, as something foreign to thought. 
 - HoP 3",110.0
13390,"He held a librarians post in that town for some time, then he became secretary to the Embassy in Paris; for quite a long period, indeed, he moved in diplomatic circles. 
 - HoP 3",178.0
13391,"In Paris he came to know Jean Jacques Rousseau and invited him to England, but Rousseaus terribly distrustful and suspicious nature very soon estranged the two. 
 - HoP 3",170.0
13392,"Hume is more celebrated as a writer of history than through his philosophic works. 
 - HoP 3",92.0
13393,"He wrote: A Treatise of human nature,  3 vols. 
 - HoP 3",56.0
13395,"We must shortly deal with the main aspects of Humes philosophy. 
 - HoP 3",73.0
13396,"He starts directly from the philosophic standpoint of Locke and Bacon, which derives our conceptions from experience, and his scepticism has the idealism of Berkeley as its object. 
 - HoP 3",190.0
13398,"Berkeley does not make any distinction as to whether in his sensations there is a necessary connection or not. 
 - HoP 3",120.0
13399,"Formerly experience was a mixture of the two elements. 
 - HoP 3",64.0
13401,"All objects of reason are consequently either relations of thoughts such as mathematical axioms, or facts of experience. 
 - HoP 3",130.0
13402,"Since Hume makes these into the content he naturally rejects innate ideas. 
 - HoP 3",84.0
13404,"Hume has thus destroyed the objectivity or absolute nature of thought-determinations. 
 - HoP 3",95.0
13405,"Our conviction of the truth of a fact rests on feeling, memory, and the reasonings founded on the causal connection, ie on the relation of cause and effect. 
 - HoP 3",166.0
13407,"Hence there is no knowledge and no metaphysics beyond experience. 
 - HoP 3",75.0
13408,"For in what we term such, that which we properly speaking perceive is merely the fact that something first of all happens and that then something else follows. 
 - HoP 3",169.0
13410,"We have merely seen the water pressing or moving along in this direction, and subsequently the house falling down; and so with other examples. 
 - HoP 3",152.0
13411,"Necessity is thus not justified by experience, but we carry it into experience; it is accidentally arrived at by us and is subjective merely. 
 - HoP 3",151.0
13412,"This kind of universality which we connect with necessity, Hume calls custom. 
 - HoP 3",87.0
13413,"Because we have often seen results to follow we are accustomed to regard the connection as a necessary one; the necessity to him is thus a quite contingent association of ideas, which is custom. 
 - HoP 3",204.0
13414,"It is the same thing in respect of the universal. 
 - HoP 3",59.0
13415,"What we perceive are individual phenomena and sensations in which we see that this is now one thing and now another. 
 - HoP 3",126.0
13416,"It may likewise be that we perceive the same determination frequently repeated and in manifold ways. 
 - HoP 3",110.0
13417,"But this is still far removed from universality; universality is a determination which is not given to us through experience. 
 - HoP 3",135.0
13418,"It may be said that this is quite a correct remark on Humes part, if by experience we understand outward experience. 
 - HoP 3",126.0
13419,"Experience is sensible that something exists, but nevertheless the universal is not as yet present in it. 
 - HoP 3",115.0
13421,"But since Hume regards necessity, the unity of opposites, as resting quite subjectively on custom, we cannot get any deeper in thought. 
 - HoP 3",145.0
13422,"Custom is indeed so far a necessity in consciousness, and to this extent we really see the principle of this idealism in it; but in the second place this necessity is represented as something quite devoid of thought or Notion. 
 - HoP 3",236.0
13423,"This custom obtains both in our perception which relates to sensuous nature, and in relation to law and morality. 
 - HoP 3",123.0
13424,"The ideas of justice and morality rest upon an instinct, on a subjective, but very often deceptive moral feeling. 
 - HoP 3",123.0
13425,"From this side Hume considers justice, morality, religious determinations, and disputes their absolute validity. 
 - HoP 3",122.0
13427,"But Hume, like the sceptics of former days, appeals to the various opinions of various nations: amongst different nations and in different times various standards of right have been held. 
 - HoP 3",197.0
13428,"What is by one nation called immoral, shameful and irreligious, is by another not considered so at all. 
 - HoP 3",113.0
13430,"We are in the habit of allowing one thing to be just and moral, others have another mode of regarding it. 
 - HoP 3",115.0
13431,"Hence if the truth depends upon experience, the element of universality, of objectivity, &c, comes from elsewhere, or is not justified by experience. 
 - HoP 3",159.0
13432,"Hume thus declared this sort of universality, as he declared necessity, to be rather subjectively than objectively existent; for custom is just a subjective universality of this kind. 
 - HoP 3",193.0
13433,"This is an important and acute observation in relation to experience looked at as the source of knowledge; and it is from this point that the Kantian reflection now begins. 
 - HoP 3",182.0
13434,"Hume  then extended his scepticism to the conceptions and doctrines of freedom and necessity, and to the proofs of the existence of God; and in fact scepticism here possesses a wide field. 
 - HoP 3",198.0
13435,"To such a system of reasoning from thoughts and possibilities another method of reasoning may again be opposed, and this reasoning is no better than the other. 
 - HoP 3",169.0
13437,"But where a universality is found, it does not rest in the matter in itself, but is simply a subjective necessity which is really mere custom. 
 - HoP 3",152.0
13438,"Hence the result which Hume arrives at is necessarily astonishment regarding the condition of human knowledge, a general state of mistrust, and a sceptical indecision-which indeed does not amount to much. 
 - HoP 3",214.0
13440,"But on the other side it is empty, without content or principles of its own; and if a content is in question at all, it must keep to those inclinations. 
 - HoP 3",162.0
13441,"In itself reason thus has no criterion whereby the antagonism between individual desires, and between itself and the desires, may be settled. 
 - HoP 3",151.0
13442,"In Scotland quite another school of thought developed, and the Scotch are the foremost of Humes opponents; in German philosophy, on the other hand, we have to recognize in Kant another opposing force to that of Hume. 
 - HoP 3",226.0
13443,"To the Scottish school many philosophers belong; English philosophy is now restricted to Edinburgh and Glasgow, in which places a number of professors belonging to this school succeeded one another. 
 - HoP 3",208.0
13444,"To the scepticism of Hume they oppose an inward independent source of truth for all that pertains to religion and morality. 
 - HoP 3",133.0
13445,"This coincides with Kant, who also maintains an inward source or spring as against external perception; but in the case of Kant this has quite another form than that which it possesses with the Scottish philosophers. 
 - HoP 3",226.0
13446,"To them this inward independent source is not thought or reason as such, for the content which comes to pass from this inwardness is concrete in its nature, and likewise demands for itself the external matter of experience. 
 - HoP 3",233.0
13447,"It consists of popular principles, which on the one hand are opposed to the externality of the sources of knowledge, and, on the other, to metaphysics as such, to abstract thought or reasoning on its own account. 
 - HoP 3",222.0
13452,"That is to say they represented the so-called healthy reason, or common-sense , as the ground of truth. 
 - HoP 3",113.0
13453,"The following are the principal members of this school, each of whom has some special feature distinguishing him from the rest. 
 - HoP 3",137.0
13455,"This hence constitutes an immediate knowledge; in it an inward independent source is set forth which is hereby opposed to religion as revealed. 
 - HoP 3",153.0
13456,"These immediate truths require no support from any elaborated science, nor do they submit to its criticism;  they cannot be criticized by philosophy. 
 - HoP 3",159.0
13457,"Philosophy itself has no root other than that of an immediate, self-enlightening truth; whatever contradicts such truth is in itself false, contradictory, and absurd. 
 - HoP 3",176.0
13458,"This is true for knowledge and  Morality; the individual is moral if he acts in accordance with the perfect principles of the perfection of the whole and with his own duty as it is known to him. 
 - HoP 3",204.0
13459,"He likewise made common-sense the source of all knowledge. 
 - HoP 3",68.0
13460,"The common-sense of the plain human understanding is the source of all morality, of all religion, and all certainty. 
 - HoP 3",126.0
13461,"The confirmation of common-sense must be added to the testimony of our senses. 
 - HoP 3",88.0
13462,"The truth is what the necessities of my nature call upon me to believe. 
 - HoP 3",81.0
13463,"Belief signifies conviction in the case of truths which are certain, in that of those which are probable, approbation. 
 - HoP 3",128.0
13464,"The truth which is certain is known by means of intuition, the probable truth by means of proofs. 
 - HoP 3",107.0
13465,"James Oswald, a Scottish clergyman, made use of an expression which indicates that we have the principles just mentioned as facts existing within us. 
 - HoP 3",159.0
13466,"To this school also belong Dugald Stewart, Edward Search,301 Ferguson, and Hutcheson, most of whom have written on morals. 
 - HoP 3",132.0
13467,"The political economist Adam Smith from this point of view is likewise a philosopher, and the best known of them all. 
 - HoP 3",127.0
13468,"This Scottish philosophy is now given forth in Germany as something new. 
 - HoP 3",82.0
13469,"It is a popular philosophy, which, on the one hand, has the great merit of seeking in man, and in his consciousness, for the source of all that should be held by him as true, the immanence of what should be by him esteemed. 
 - HoP 3",233.0
13470,"The content is at the same time a concrete content; in a certain degree, it is the antithesis of metaphysics proper, of the wandering about in abstract determinations of the understanding. 
 - HoP 3",198.0
13472,"The general idea which pervades their principle is that of the healthy human understanding; to this they have added benevolent desires, sympathy, a moral sense, and from such grounds composed very excellent moral writings. 
 - HoP 3",232.0
13475,"What by the French is called IdÃ©ologie  has also its place here; it is abstract metaphysics, in so far as it is an enumeration and analysis of the most simple thought-determinations. 
 - HoP 3",193.0
13476,"They are not treated dialectically, but from our reflection, from our thoughts, the material is derived, and in this the determinations therein contained are demonstrated. 
 - HoP 3",181.0
13478,"Two forms have to be mentioned which are of the greatest importance in respect to culture-French philosophy and the AufklÃ¤rung. 
 - HoP 3",138.0
13480,"In that first idealism the whole finitude and extension of appearances, of sensations, and likewise of thoughts and determinate fixed conceptions, remain just what they are in the unphilosophic consciousness. 
 - HoP 3",218.0
13482,"The French philosophy has more life, more movement, more spirit; it would perhaps be more correct to describe it as full of life and spirit. 
 - HoP 3",150.0
13483,"It is the absolute Notion, which revolts against the whole reigning system of prevalent conceptions and established ideas, which overthrows all that has settled into fixity, and acquires the consciousness of perfect liberty. 
 - HoP 3",234.0
13485,"All these forms, the real implicitude of the actual world and also of the supersensuous world, are therefore set aside in this spirit conscious of itself. 
 - HoP 3",164.0
13487,"This is the character of the Notion in its actuality; what has reality for this all-perceiving and all-comprehending consciousness is held to be valid. 
 - HoP 3",161.0
13488,"We must now consider what form existence takes for this absolutely comprehending self-consciousness. 
 - HoP 3",110.0
13489,"In the first place this Notion is fixed as the negative movement of the Notion only; the positive and simple, or existence, falls outside of this movement. 
 - HoP 3",165.0
13490,"There remains to the Notion no distinction, no content; for all determinate content is lost in that negativity. 
 - HoP 3",121.0
13491,"This empty existence is for us pure thought generally, what the French call Ãªtre suprÃªme, or if represented objectively as existent, and as in opposition to consciousness, it is matter. 
 - HoP 3",197.0
13492,"Absolute Being is therefore determined as matter, as empty objectivity, through a Notion which destroys all content and determination, and has as its object this universal alone. 
 - HoP 3",188.0
13493,"It is a Notion which acts only destructively, and does not again construct itself out of this matter or pure thought or pure substantiality. 
 - HoP 3",150.0
13494,"We here see so-called materialism and atheism freely emerge, as the necessary result of the pure comprehending self-consciousness. 
 - HoP 3",140.0
13498,"Thought is therefore a mode of the existence of matter. 
 - HoP 3",65.0
13500,"The other form of the AufklÃ¤rung is, on the contrary, when absolute Being is set forth as something beyond self-consciousness, so that of itself, of its implicit Being, nothing whatever can be known. 
 - HoP 3",210.0
13501,"It bears the empty name of God. 
 - HoP 3",41.0
13502,"For though God may be determined in any way whatever, all these determinations fall away; He is, like x, the altogether unknown quantity. 
 - HoP 3",147.0
13504,"Yet it is not matter, because this simple and empty something is negatively defined as non-existent for self-consciousness. 
 - HoP 3",133.0
13505,"This all comes to the same thing, however, for matter is the universal, and is Being-for-self represented as abrogated. 
 - HoP 3",129.0
13506,"But the true reflection on that unknown is this, that it exists for self-consciousness simply as a negative of the same, ie as matter, reality, the present; it is this negative for me, this is its Notion. 
 - HoP 3",214.0
